title,content,vote,comment
 영글의2 ㅂㄴㄷ 성적 나왔다 , 버나드 땡큐!!!!!!!!!! , 0 , 2 
 오은영 교수님 논리학개론 , 이번에 계절 듣는데 학점 잘 주시나용...? 싸캠에 녹강 올려주실때 하나에 영상길이가 어느정도 였나용?? , 0 , 5 
 교 수 님 ! , 성 적 빨 리 알 려 달 라 구 요 ! 속 시 원 하 게 패 스 하 고 싶 으 니 까 ! , 2 , 0 
 맨큐의 경제학 , 맨큐 8판이랑 7판이 연습문제가 30~50%다르다는데 진짜야? 그럼 교수님은 8판 쓰니까 난 8판 사야겠네 ? ㅠㅠ 많이 다른가? , 0 , 5 
 인국공 노조얘기 보면서 조금 핀트없이 그냥 드는 생각인데 , 비정규직이 노조 가입 못 했던 여태껏동안의 현실이 잘못된 것 같아. 원래 노조는 다 가입할 수 있는게 법적 권리 아닌가.. 이상한 현실이야.   , 1 , 15 
 재수강하려 하는데 ," 선배님들, 재수강하면 a-받을 확률이 어느정도 되나요? 재수강한다고 괘씸해서 a-잘 안줄거같은데.. ", 0 , 5 
 클러치백 살려하는데 , 뭐가 좋을까여? 가격대는 30중반까지 생각하고있어요 참고로 남자에요 , 0 , 4 
 그래서 패논패는 , 언제 돌려? , 0 , 3 
 핑구_27 , ???? , 4 , 3 
 아래 못생긴여자 글 보고 든 생각인데 , 키 170에 못생긴 남자는 연애 어떻게 할까?지금까지 혼자인데.. 평생 혼자인걸까 , 0 , 37 
 시대인재 재종 문과반 다니는 사람? , 나나나~ , 0 , 5 
 못갱긴여자는 연애 어떻게 할까 , 평생 혼자인건가 흑흑 슬프다 , 0 , 18 
 과제지옥 , 텔론 영상 과제 개에바 아님? , 0 , 8 
 겨수님 왜 오엑스인데 점수 안 올려 주세여 , ㅜㅜㅜㅜㅜ 궁금해여 , 0 , 1 
 롤 중계방에서 , 서강대 경영학과 화이팅 뭐냐 , 0 , 2 
 재학증명서 6시 이후엔 학교에서 못뽑나? , ㅠㅠ , 0 , 4 
 엇복학 가능한가여?? ," 곧 제대하는데, 휴가 나와서 2학기 복학하려는데 수업 듣는데 크게 문제 없나여,, 학과는 ㄱㅇㅎㅋㅋㅋㅋㅋ ", 0 , 3 
 수학 과외 ," 학년 상관없이 2만원이면 적당해? 보통 고1,2랑 고3이랑 다르게 받아? ", 0 , 14 
 전자 , ㄱㅇㄹ교수님 성적 잘 주시나요?? 절평이면 몇점대까지 a 주실까요? , 0 , 11 
 복싱 운동 , 지금 기숙사 짐이 닫아서 그러는데 be:bridge 2층에 있는 bear boxing 괜찮나요? 작년에 한 2달 다녔는데 재밌어서 , 0 , 4 
 용돈 안받고 사는 사람을 어떻게 버티냐 , 군전역후에 과외 뛰면서 꾸역꾸역 통신비랑 식비 교통비 내가 다 내는 중인데 얼마전에 과외도 짤리고 돈 후달리니깐 스트레스 받는다. 커피는 당연히 , 1 , 9 
 인국공 관련 여권 반응 , 청와대-&gt; 청년들이 예민해서 그래 민주당 대표-&gt; 사소한 일로 오바 떨지 말고 자중해라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 이게 나라냐? 민주당 찍은 애들  , 15 , 11 
 노트북 추천좀 해주세요~~ , 제가 노트북쪽을 잘몰라서 그러는데 노트북 추천좀 해주실  상냥하신분 계실까여ㅠ 1. 용도는 주로 문서 작업이나 강의 듣는거구      게임은 해 , 0 , 11 
 다산 장학금 , 12학점 이상 신청이 가능한데 12학점만 채워도 되는 거죠?? , 0 , 2 
 새내기라 잘 모르는데 학기말성적이 내 성적이야? , 세인트 가면 성적표가 중간 | 학기말 이런 구성으로 나와있더라고  학기말성적이 이 과목의  내 최종 성적인 건가? , 0 , 2 
 혹시 , 플라잉디스크 얼티미트 관심있는 여학우 있어? 그냥 방학때 운동좀 하고 싶은데 소규모로 모여서 경기하면 좋을 거 같아서 고딩때 했던거라 다 까먹긴 , 0 , 16 
 화공 오세용 응유 중간 기말 합쳐서 100넘으면 , 에이쁠 가능이냐?? , 0 , 2 
 성적 산출 기한이 내일까지아니야? , 내일까지인줄로 알고있는데 7월2일까지 제출이면 점수랑 상관없는거 아님? , 0 , 4 
 리버풀 우승 애도 , 서강대학교 에브리타임 일동은 리버풀FC의 잉글랜드 프리미어 리그 우승에 애도를 표합니다. 앞으로의 웃음과 조롱거리는 맨체스터 유나이티드가 대신하 , 0 , 2 
 이거 심리가 뭐야?? , 아는 여동생한테 가끔씩 갑자기 연락오는데 얘기 좀 하다보면 답장을 늦게 함. 오늘은 며칠만에 오던데 그냥 심심해서 그런건가???  친구 동생이라 , 0 , 7 
 양론 특별숙제 번호순으로 풀어야해? , 예를들어 내가 6장 15문제를 풀면 된다고 하면 1번부터 15번이야 아니면 내가 골라서 15문제야?? , 0 , 4 
 화공수학 성적언제나오냐 , jong suk lee , 0 , 1 
 양론 A0인 사람!!!!! , 합산 몇점인지 알려줄 수 있어?? , 0 , 14 
 낼 회계사 2차 건승합시다 , 서강대 준비생분들 웃으면서 일욜에 시험장 나오길 바랍니다. 저도 힘낼게요 , 5 , 2 
 학점 , 아직 한과목도 안나왔네... , 1 , 1 
 양론 b- 에서 b0됐네 , 과제 3개 빨리 조져버려야지 , 0 , 2 
 일요일 기숙사 입사 시 계절학기 증명 해야되나요? , 계절학기 듣는다고 입력하고 들어왔는데 입사할 때 계절학기 증명 해야하나요? , 0 , 0 
 시험끝나서 할거없어서 나선환연습중인데 , 이거 얼마나 연습해야 실전에서 쓸수있는거냐 , 0 , 4 
 유부녀 가수 덕질 , 그 가수 결혼 전에 입덕했는데 지금도 계속 좋음.. 그냥 가수를 동경하는 마음 그래도 지금 시점에서 내 방을 그 가수 사진으로 도배하는건 좀 에 , 0 , 3 
 다들 양론 점수 몇점떴냐?? , ㅇㅇ , 0 , 15 
 야 그냥 서강고 하면 안되냐? , 그냥 고졸해서 바로 취업하는게 4년 들여 대졸하고 n년 들여 취업하는거랑 같은게 “공정”이라는데? 그냥 서강대말고 서강고로 바꾸는게 이득인데? , 1 , 16 
 s/u 출결 , 패논패인 과목 보통 어느정도여야 패스못하는지 아시는분 있나요.....? 3결석이면..ㅎㅎ괜찮을까요 , 0 , 4 
 오늘 도서관 열어? , 안에서 공부할 수 있나??? , 0 , 1 
 만약 교수님이 패논패 못하게 하시려고 , 성적 마감 기한 지나도 안올리시면 어떡해? , 0 , 9 
 몸살나서 누워있는데 샤워하고싶다 , 근데 또 샤워하고 머리감고 침대에 누우면 머리 눌려서 싫어 ㅜ , 0 , 2 
 성적확인 , saint 성적확인에 나오는거 아닌가??? 아무과목도 성적 안올라왔길래 내 기억이 왜곡됐나해서 , 0 , 5 
 진짜 광기를 보여줘? , A+ 를 패스로 돌리는 광기를 보여줘? , 0 , 7 
 난 너무 귀여워 , 어딜가나 귀엽지 후후 , 3 , 2 
 냐옹 , 냐옹~ 냐아아앙~~ 냐앙 냥 , 1 , 0 
 대수 , 비쁠 패스해야돼...??? 괜찮은 거 아닌가.. , 0 , 9 
 아 리버풀 우승이네 , 맹구라서 ㅈㄴ 질투난다 하.... 훔형... 리중딱 리중딱 신나는 노래  나도 한번 불러본다. 우리는 우승하기 싫어 왜냐면 우승하기 싫은 팀이니 , 1 , 7 
 매컴연구론 , 성적 다들 몇 나옴!? , 0 , 3 
 학점부도의 날 , I'M F , 54 , 16 
 살려주세요 곤자가... , 살려주세요 곤자가에 바퀴벌레 나와써여...이틀 남았는데...ㅠ , 0 , 29 
 넷플릭스 방학팟 들어오실분!! , 두달동안 넷플릭스 같이 보실 분 쪽지주세요! 2명 남았습니다 , 0 , 2 
 16남인데 , 앞으로 너무 막막하다. 취준 형들 보면 나보다도 뛰어나는데도 불구하고 힘들어하는데 나는 잘 할수 있을까 걱정. 동기 여자들중 대학원 진학한 동기 , 0 , 12 
 선대 비제 , 패스? , 0 , 6 
 서강톡톡 , 학기끝나면 사라지나요 아니면 계속 누적되나요 , 0 , 2 
 눈웃음 표시 ^^ 있잖아 , 이거 자주써?? 보통 어떤 경우에 써?? 좋아하는 사람이 20중반대인데 이런거 카톡으로 보내는데 연륜? 일까 아님 거리두는 의미일까.....? , 0 , 24 
 20살 29살 연애 , 이정도는 괜찮지? , 0 , 21 
 넷플릭스 , 방학동안 보고 싶은데 자리 남는 팟 있나요?? , 0 , 2 
 나 다른 과제하다가 이제야 레크레이션 과제 봤는데 ," 진짜 화가난다--!! 이과제는 무슨과제야....? 7월 2일까지 또 누굴만나요,, 내 일과... 알아요? 와이 교수새기 ●●버리고 싶다 ^^^  ", 0 , 9 
 B? , 아직 점수 나온 건 없지만... 새내기니 그냥 아직은 최선을 다했다는데 의미를 두려고 B면 가지고 갈까 했는데 다들 B면 재수강하시는 분위기네여 , 0 , 7 
 ㅅㅈㄱ 현대한국형성 언제 나오냐 결과 , 지난주 월요일 시험 봤는데..... , 0 , 0 
 학교 못간다고 너무 서운해하지마라 , 막상 가도 별거없다 통학하는 시간아깝고 쓸데없이 돈만쓰게되지 , 1 , 4 
 2학기..ㅠㅠ , 싸강 한다고 해도 전체는 아니겠죠??ㅠㅠ , 0 , 8 
 학점확인방법 나만 몰라....??ㅋㅋㅋㅋㅋ , 다들 아는데 나 왜 모르는거져...?ㅋㅋㅋㅋㅋㅋ 알려주시면 감사드리겠습니다?? , 0 , 4 
 어떻게 생각해? , 학비관련해서 얘기가많잖아 2학기도 싸강으로 진행될수도있고 1학기는 아무것도 안했는데 과회비는 왜 안돌려주는거지... 나중에 오프라인 시작되고 다 , 0 , 1 
 ㅇㅈㄱ 경정시 아지도 시작 안한 사람 , 제발 한명이라도 있기를 , 0 , 4 
 휴학 , 휴학하는절차 까다롭나요? , 0 , 3 
 홍교수 재무 , 다들 학점 뭐 나옴? 0 주실 줄 알았는데 -받음 아쉽네 , 0 , 3 
 ??여름방학 서강대역 고양이 모임 급식 봉사자 모집?? , 안녕하세요. 서강대역 고양이 모임 (역고모) 여름방학 봉사자 분이 너무 부족해서 다급히 공유해 봅니다! 역고모에서 2020년 여름방학  서강대역 , 2 , 2 
 여자들 크롭티같은거 입는거보면 , 여자들이 왜 다이어트 다이어트 입에 달고 사는지 알겠다 평균체중이 저걸 어케입음 ㅋㅋㅋ , 1 , 15 
 6과목 중에서 , 성적 한개도 안 뜬거 실화냐? , 0 , 4 
 운동... , 여름 되서 이제 얇은 옷 입기 시작하잖아 근데 지금까지는 그냥 큰반팔티 입고 그랬는데 이제는 나시티도 입고 크롭도 입고싶어서 몸을 좀 만들고싶거 , 0 , 10 
 다이어트 성공한사람들 , 어떤 방법으로 했어 다이엇투....?????? , 0 , 28 
 오세용교수님 응용유기화학 ," 기말 다시풀어서  다음주 월요일까지 보내면 성적 반영하겠다는데 (c학점대상자들) , 성적공개는 다음주에 한다고하는데, 현재 성적을 모르는데 어케 ", 0 , 1 
 알바트로스 세미나랑 성찰과 성장 , 이 두과목 어케 되는거임?? 미뤄지는 건가? 7월로 했는데 2학기 수강때 다시 수강신청해야하는 건가 아니면 7월에 모이는건가 공지가 없어서 헷갈 , 0 , 1 
 야구 중앙동아리 학번제야 나이제야?? , ㅈㄱㄴ , 0 , 9 
 과제 , 다른 수업에서 냈던 과제 그대로 제출하면 걸리나? 교수 다르고 수업 다른데 , 0 , 10 
 생명유기화학 13장 , 홀짝 언급 없으셨으니까 전부 다 푸는거겠지? , 0 , 6 
 패논패 선택은 성적나오면 바로 가능이야? , 아직 성적이 안나와서.. , 0 , 3 
 CC 기준 , 씨씨 기준이 뭐임? 같은 과면 무조건 씨씨야? 선후배 사이도 씨씨로 치는거임? , 0 , 10 
 서강축구회 어떰?? , 진입장벽이나 분위기같은거 , 0 , 5 
 오늘은 6월 25일 , 항상 감사하는 마음을 가지며 살고 있습니다. 우리나라를 지켜주셔서 정말 감사합니다. , 56 , 3 
 청사초롱 , 청사초롱 뭐먹어야 돼요? , 0 , 12 
 양론 , 스페샬 답 맞춰볼 사람 있어?  90은 넘어야하는데 확신이 안서네 , 0 , 22 
 진선미성 ㅊㅎㅅ 교수님 , 답안에서 한문제가 좀 걸리는데 점수 어찌 주시려나.. 자비롭게 채점해주시면 좋겠다 , 0 , 3 
 ㅇㅅㄱ 경정시 논문 쓰고잇어? , 나만 아직 시작도못했어? 사실 어떻게 접근해야할지도 감이 안 와 ㅅㅂ 이거 어떻게하라는겨 ㅠ , 0 , 8 
 알바 면접보려는데 , 오늘 10시에 편의점 알바 면접 보거든? 근데 점장이 알바몬에 올린 알바 공고 오늘 삭제함 이미 사람 구한건 아니겠지? , 0 , 3 
 양론 스페셜 , 문제중에 변형 안된것도 섞였지? , 0 , 3 
 선배님들 이거 좀 알려주세욤 , 인턴도 한 번에 3개씩 지원했다가 만약에 다 붙으면 골라거 갈 수 있는 건가요...???? , 0 , 2 
 아 진짜 ㅈㄴ스트레스 받네 , 창문 건너 보이는 바로 앞집이 집 허무는거 같은데 맨 날 아침 8시부터 오후 4시쯤까지 하더라. 못 참겠어서 귀마개 끼는데도 들림ㅋㅋㅋ 잠도 못 , 0 , 5 
 얘들아 우리 성적 언제나오냐 , 궁금행 , 0 , 5 
 압존법 , 다들 잘 지켜서 말해? 난 압존법 쓸 때마다  뭔가 어색하고 건방져보여서 걍 포기한지 오래야 ㅠㅠㅠㅠㅠ 으익...ㅠㅠ , 0 , 11 
 현재 3.9인데 교양 A- ," 이 과목 시간 없어서 공부를 안 했거든 30분정도 한듯..?ㅋㅋ 버리고 패스하려 했는데 과제비중컸고, 오픈북, 객관식 운빨, 교수님의 학점 퍼주 ", 0 , 1 
 b+ 패스?? , 5학기생 이거 빼면 점수 오르는데 패스할 거 같음..? 나중에 취업 때 불리하다 어쩐다 글들 있어서 불안하네..ㅠㅠ , 0 , 7 
 도서관 , 로욜라에서 책 빌려본사람?? , 0 , 12 
 핑구_26 , 운동하는 핑구 , 3 , 4 
 선배님들... , 선배님들 알바트로스 세미나 S 를 받았는데 이건 무슨 의민가요? , 0 , 12 
 물어볼거 있어 , F 받기 전에 먼저 교수님한테 빌어서 D 받을 수 있어? 아니면 F 나오고 교수님한테 빌면 D로 올려주셔...? , 0 , 2 
 성적 , 왜케안나오냐 시험은 저번주에 다 쳤구만 , 0 , 8 
 일반화학 1학기 최종성적 , b+면 패스가 나을까요? 아님 재수강? , 0 , 4 
 토익 토플 , 선배님들 조언 구합니다(20살 새내기에염) 올 여름 방학때 영어공부 좀 하려고 하는데요... 교환학생 가려고 토플을 생각했는데 시국이 시국이고  , 0 , 7 
 인천국제공항논란 ," 피드백받은 내용 감안해서 미리적겠습니다. 실명을 까지않고 자기소개하는 게 익숙치않아 신분을 이야기하였습니다만, 좋지 않았던 것 같네요. 사실 기 ", 15 , 32 
 살빼는 운동 , 요새 필라테스 많이들 하던데 그게 효과적이야? 살빼려면 무슨 운동이 좋을까? , 0 , 16 
 미시 b0 재수강각? , 아님 패스각? , 0 , 6 
 영어회화학원 다녀보신분 , 무조건 집 가까운데로 다니는게 최곤가요 아님 조금 멀리라도 대형 학원 가는게 낫나요? 다녀보신분들 조언 부탁드려요... , 0 , 0 
 20살 남자 뭐 준비할까 , 7급vs cpa  난이도에따른 합격시기 및 확률도 고려해줭 ㅠ 참고로 경영임 만약에 한다면 7급은 감사직으로 가고싶엉 , 0 , 25 
 게맛살에 맥주 개꿀이다 , 술린이인데 소주 못마시고 가끔 맥주만 마셔 맛있는 맥주나 맥주안주 추천해줘 , 0 , 10 
 삼수 연고대 상경 vs 현역 서강 인문 , 서강은 당연 복전 전문직은 x 그럼 닥후?! , 0 , 13 
 우리 좀 진정하자 워~~워~ , 에타 분위기 분명 좋았는데 요즘 성적확인기간이라 그런지 많이들 날이 서있네 이런말 해도 욕하는 사람은 하겠지만 좀 진정하고 어그로꾼은 걍 무시하 , 1 , 2 
 서강학파 , 아직 살아있다 , 52 , 13 
 아까 패스가 좋기만한게 아니라던 글쓴이 ㅇㄷ감? , 잘 모르면 그냥 아는척 훈수질을 하지 말든가. 아니면 잘 알아보고 오든가 오키? , 1 , 4 
 비제 패스하나요? , 2학기까지 3.5인데 교양 비제면 패스할까요? , 0 , 3 
 진짜 문과인거  요즘 ㅈㄴ 현타온다 ," 원래는 상관 없었는데 철학과라고 주변에서 어떻게 취업할껀지 맞게 간거냐고 물어보는것도 빡치고, 실제로도 과랑 전혀 상관 없는 일 하게 될것같음. ", 0 , 61 
 와! , ㅁㅂㅈ 교수님 정말 감사드립니다. 제가 결석을 8번이나 해서 F받아도 마땅할판에 저에게 B학점을 주시다니..... , 0 , 3 
 ㅂㅅㅎ교수님 회계 점수 나온 사람 있음? , 언제나오지.. , 0 , 3 
 핑구_25 , 난 최강이다 , 1 , 5 
 오늘은 바로 , 메흥민 생일 , 1 , 0 
 이시국에 과정모? 진심? , 지이이이인짜? , 0 , 19 
 넷플 , 넷플을 모르는 사람끼리 돈 내서 보면 내가 뭐 보는지 그사람들이 알 수 있는거야..? , 0 , 6 
 근데 김여정 뜬금포인거냐 아님 뭐 꼬투리 잡고 지랄떤거냐 , 갑자기 연락소 폭파부터 봐갖고 잘 모르겠음ㅠ , 0 , 3 
 넷플릭스 팸 모집합니다 , 3625원씩 내면 돼요! 3명 모집합니다~ 오늘 결제했어요 , 0 , 15 
 조만간 성적 쿠키러들 할사람 , 나야나... 다음 주 나온다고 한 교수님 수업도 지금 당장 안 나왔을까 들락거리는 그거 , 0 , 0 
 선배님들 ㅎㅎ , 세인트에서 강의평가 및 학기별성적에서 성적나오는거맞나요???ㅎㅎ , 0 , 12 
 셰익스피어 기말고사치는사람 있ㄴ니 , 오늘 마감인 과제들 미친듯이 해치우다가 몇시간전부터 손대기 시작했는데  이거 뭐야 왜이렇게 어렵고 분량 왜이래................... , 1 , 6 
 방금 7000점 넘었는데 , 칭찬좀 , 0 , 24 
 아 조졌다 , ㄹㅇ 전쟁나나? 기습전쟁하는 게 무조건 북한한테는 이득이니까 대남 군사 배치한다 떠들 때는 혼자 똥꼬쇼하는 거 지켜보는 느낌이라 전쟁할 생각 없 , 0 , 8 
